image_name,blue_cast,green_cast,low_light,blur,mean_a,mean_b,color_variance,mean_v,laplacian_var,edge_density
141_img_.png,1,0,0,0,-2.5666861534118652,-13.489886283874512,145.35711669921875,145.56040954589844,258.5652690767818,0.07203776041666667
142_img_.png,0,1,0,1,-43.35276412963867,10.829607963562012,122.15229797363281,152.3681182861328,17.309848014934744,0.006472661384500176
143_img_.png,0,0,0,0,-38.24166488647461,1.8975685834884644,79.63519287109375,157.4259490966797,265.76040080184447,0.033216666666666665
144_img_.png,1,0,0,0,-4.235361099243164,-14.360215187072754,120.96180725097656,161.10601806640625,239.0668767537011,0.055540364583333335
145_img_.png,1,0,0,0,-3.48496413230896,-13.323099136352539,112.96038055419922,149.95999145507812,202.70773033137854,0.045927734375
146_img_.png,1,0,0,0,-28.752349853515625,-11.854270935058594,86.14534759521484,147.904052734375,310.54893634028963,0.06710286458333334
148_img_.png,1,0,0,0,-1.894801378250122,-10.5719633102417,56.508880615234375,150.3812713623047,279.41824572139313,0.06928385416666667
1491.png,1,0,1,1,-10.318184852600098,-5.971017837524414,186.97183227539062,80.93739318847656,46.344324479166666,0.026954210069444446
149_img_.png,1,0,0,0,-11.346055030822754,-25.192787170410156,561.2233276367188,173.80038452148438,162.94487899171963,0.029041684059872383
14_img_.png,1,0,0,0,-19.677648544311523,-6.289990425109863,305.7494201660156,126.5018539428711,335.7136400851236,0.05585402397260274
15001.png,0,1,0,1,-17.019086837768555,48.928550720214844,103.12609100341797,118.46820831298828,127.1005175572984,0.011437717013888888
15003.png,0,1,0,1,-17.52286148071289,51.53242874145508,92.68043518066406,127.7921142578125,76.6825769657547,0.008935546875
15045.png,0,0,0,1,-13.62265396118164,-0.971764326095581,33.991615295410156,160.56446838378906,58.444166601091545,0.05054470486111111
15094.png,0,0,0,1,-9.679840087890625,-2.129680871963501,48.93685531616211,150.41455078125,69.66704534571966,0.07006510416666667
150_img_.png,1,0,0,0,-4.425025939941406,-20.624921798706055,172.01609802246094,169.37451171875,248.3788529560937,0.057529296875
15113.png,0,0,0,1,-14.110743522644043,-2.7182867527008057,58.4866943359375,153.5449676513672,22.640068340385106,0.009146050347222223
15136.png,1,0,0,1,-7.857008457183838,-4.7908172607421875,77.97171020507812,136.0240020751953,25.118435430728066,0.014889322916666666
151_img_.png,1,0,0,1,-11.68758773803711,-26.505455017089844,151.4712371826172,175.86083984375,121.96248690791661,0.023955078125
152_img_.png,1,0,0,0,1.8085170984268188,-24.381540298461914,131.3525390625,162.4212188720703,269.15502861659274,0.0616622691292876
1539.png,0,1,0,0,-13.906736373901367,3.5192067623138428,312.5105895996094,109.92057800292969,119.51286894813701,0.06673719618055556
153_img_.png,1,0,0,0,-10.049951553344727,-21.766565322875977,198.09353637695312,160.4530487060547,196.53186451253893,0.038291015625
15418.png,0,1,0,1,-12.199284553527832,38.625389099121094,53.01299285888672,100.58333587646484,21.918664211130732,0.002711588541666667
15426.png,0,1,0,1,-18.611841201782227,33.6040153503418,159.23648071289062,111.29830169677734,20.7041937932038,0.0047428385416666665
154_img_.png,1,0,0,0,-1.1747266054153442,-7.309287071228027,75.0865478515625,149.34303283691406,450.54177648379004,0.10205729166666666
15544.png,0,1,0,1,-12.497671127319336,24.3983154296875,106.21268463134766,124.13326263427734,233.41610025497246,0.022473958333333332
155_img_.png,0,1,0,0,-13.104804992675781,5.35407018661499,87.4889144897461,125.78067779541016,787.4695159707028,0.13317801445416508
156_img_.png,0,0,0,0,1.8973339796066284,-1.221337914466858,150.38375854492188,142.9821319580078,878.1328338415781,0.146162109375
15704.png,0,0,0,1,-13.115787506103516,-2.517930746078491,84.55752563476562,164.17568969726562,14.792351335736262,0.01002712673611111
1573.png,0,1,0,1,-15.130651473999023,4.992400169372559,919.494873046875,128.12954711914062,56.71607443402608,0.020166015625
157_img_.png,1,0,0,0,-3.5703840255737305,-12.933818817138672,237.63658142089844,146.73593139648438,338.30104241926404,0.063466796875
158_img_.png,0,0,0,0,2.246689558029175,0.13135741651058197,150.4291534423828,140.37216186523438,989.4369855534871,0.14324869791666667
159_img_.png,1,0,0,0,-2.7641372680664062,-7.8774542808532715,87.50909423828125,143.38079833984375,279.4428411508242,0.06995442708333334
15_img_.png,0,0,0,0,-19.565393447875977,-2.197404146194458,258.1219787597656,130.4298095703125,1978.6048511510733,0.16970009596928984
160_img_.png,1,0,0,1,-23.440799713134766,-16.357316970825195,60.824951171875,171.33029174804688,155.14565105400635,0.02056195652173913
161_img_.png,0,0,0,0,1.0306413173675537,0.4581412672996521,181.25628662109375,137.88453674316406,1068.2221030271742,0.17135416666666667
162_img_.png,0,0,0,0,-0.15000976622104645,-3.5509636402130127,73.55410766601562,135.2412109375,859.1001285204464,0.13826171875
163_img_.png,0,0,0,0,-0.9568066596984863,1.626295566558838,174.40106201171875,135.25161743164062,1941.0052679517958,0.22964518229166667
164_img_.png,1,0,0,0,-0.3019954562187195,-7.517477035522461,171.31121826171875,147.9783935546875,524.9398361134423,0.09764973958333334
165_img_.png,1,0,0,0,0.00146484375,-10.386038780212402,182.50643920898438,144.94789123535156,589.8917643091837,0.08823893229166667
1660.png,1,0,0,1,-25.319948196411133,-4.138312816619873,81.70614624023438,117.32623291015625,31.1498100554843,0.02024848090277778
166_img_.png,0,1,0,0,-19.45149803161621,2.989072322845459,170.0600128173828,110.76583099365234,671.7700073546409,0.13743815104166668
168_img_.png,1,0,0,1,-6.546705722808838,-37.012638092041016,127.31222534179688,173.26133728027344,83.54748986569675,0.008589858343711083
169_img_.png,0,1,0,0,-34.41569519042969,5.42227840423584,77.80640411376953,171.48561096191406,945.7869779290235,0.2314526710402999
16_img_.png,0,0,0,0,0.13931965827941895,-3.6404621601104736,122.91867065429688,141.08322143554688,134.71600163777669,0.06250651041666666
170_img_.png,1,0,0,0,-5.3607096672058105,-20.830312728881836,164.4928436279297,161.27044677734375,223.40079687956705,0.043160807291666665
171_img_.png,0,1,0,1,-29.001211166381836,3.7287240028381348,17.9686222076416,157.8882598876953,74.60907863590451,0.016328125
172_img_.png,0,1,0,0,-32.37546157836914,8.823633193969727,67.48757934570312,165.53553771972656,1648.0221832028428,0.277172
173_img_.png,1,0,0,0,-9.394084930419922,-20.232908248901367,585.88427734375,175.04541015625,375.895863969483,0.04821580167033774
1742.png,1,0,0,1,-23.271133422851562,-7.816676616668701,90.99099731445312,147.10293579101562,32.91404616927041,0.024638671875
174_img_.png,1,0,0,1,-14.941360473632812,-22.524930953979492,18.52690315246582,203.55984497070312,45.68490276666218,0.0024576822916666666
175_img_.png,0,0,0,1,-0.6308398246765137,3.7862207889556885,49.541072845458984,148.4711151123047,17.951109470356837,0.005494791666666667
176_img_.png,1,0,0,0,-6.193850040435791,-4.741370677947998,218.77142333984375,150.0794677734375,3564.2725678708166,0.19688333333333333
177_img_.png,1,0,0,0,6.295689105987549,-46.79385757446289,616.8311157226562,190.13455200195312,766.27869462088,0.1240169701986755
178_img_.png,0,1,0,1,-8.086725234985352,8.494759559631348,83.28600311279297,135.8759307861328,112.63734144893223,0.024801432291666668
179_img_.png,0,1,0,0,-10.722721099853516,15.221038818359375,34.046974182128906,126.75792694091797,321.01761658976875,0.096162109375
17_img_.png,1,0,0,0,-4.448004245758057,-11.620041847229004,263.15924072265625,145.59335327148438,1019.480991166389,0.20945833333333333
180_img_.png,0,1,0,0,-24.66933250427246,3.370537042617798,151.89956665039062,125.53500366210938,286.8456509836409,0.09439778645833333
182_img_.png,1,0,0,0,-13.498513221740723,-10.971284866333008,702.44580078125,138.57752990722656,2004.1252283862464,0.16491413043478262
183_img_.png,0,1,0,0,-7.565654277801514,9.0329008102417,61.022666931152344,123.04796600341797,235.85232086384033,0.063271484375
184_img_.png,0,1,0,1,-6.464923858642578,24.32756233215332,99.51739501953125,95.5684814453125,130.20860655685695,0.011459923664122138
185_img_.png,0,1,0,0,-11.839814186096191,17.35236358642578,58.2952995300293,132.58091735839844,781.2828116044363,0.20916666666666667
186_img_.png,1,0,0,0,-11.403496742248535,-19.716001510620117,130.72634887695312,142.91848754882812,623.7424139733332,0.07130458279290965
187_img_.png,0,1,0,0,-6.787841796875,6.116643905639648,77.19807434082031,133.3063507080078,272.02537099198236,0.06378255208333333
188_img_.png,0,1,0,0,-10.752727508544922,14.82941722869873,65.3545913696289,130.8319091796875,766.912597197808,0.17315104166666667
189_img_.png,1,0,0,1,-18.91414451599121,-16.80490493774414,120.59698486328125,129.03475952148438,69.97317592408805,0.011099175347222223
18_img_.png,0,1,0,1,-54.49174880981445,26.814655303955078,20.12100601196289,176.9622039794922,109.82752775039064,0.02468412094159857
190_img_.png,0,1,0,0,-4.806302070617676,4.837421894073486,53.69888687133789,124.72254180908203,325.87017426719666,0.11681966145833333
191_img_.png,1,0,0,0,-0.8680533766746521,-4.673418045043945,127.77555084228516,137.28453063964844,367.299024033006,0.08622395833333334
192_img_.png,0,1,0,0,-8.547476768493652,2.643691301345825,149.63711547851562,116.21318054199219,1030.2758182796479,0.170625
193_img_.png,0,1,0,0,-12.083932876586914,3.7419826984405518,367.5284729003906,124.81444549560547,1108.367674658081,0.15423593328726848
194_img_.png,0,1,0,0,-9.69930362701416,12.63704776763916,102.11660766601562,126.32576751708984,525.7248036458334,0.14943359375
1957.png,0,1,0,1,-7.500881195068359,9.095372200012207,114.20933532714844,96.00901794433594,61.03896731362048,0.040895182291666665
195_img_.png,0,0,0,0,-7.099628925323486,1.3706510066986084,109.85838317871094,138.32577514648438,269.8121109534264,0.06435872395833334
196_img_.png,0,1,0,0,-9.96590805053711,12.57991886138916,98.48857116699219,118.33492279052734,750.2396711674903,0.18154947916666667
197_img_.png,1,0,0,0,-18.60628890991211,-9.426807403564453,75.40554809570312,168.22811889648438,392.10613499419367,0.11817469879518072
198_img_.png,0,1,0,0,-8.547174453735352,8.497529029846191,121.38533020019531,123.67475128173828,522.1196961805555,0.11938802083333333
199_img_.png,0,0,0,0,-5.891712188720703,0.7567708492279053,155.5417022705078,131.65090942382812,364.5213475048383,0.06318359375
19_img_.png,1,0,0,0,-16.60162353515625,-7.668239593505859,414.08880615234375,121.5315933227539,912.5612676956432,0.12603240698313783
20.png,0,0,0,0,-9.08881664276123,0.20645399391651154,368.2236328125,129.56378173828125,214.61224948035346,0.1338726128472222
200_img_.png,0,1,0,0,-11.464876174926758,29.020849227905273,145.57144165039062,136.505859375,912.378903650463,0.19812868949232584
201_img_.png,0,0,0,0,-9.138648986816406,1.4039713144302368,265.526611328125,130.697998046875,1353.7031334082283,0.15352213541666668
202_img_.png,0,1,0,0,-16.79686164855957,31.92877769470215,95.5679931640625,187.15953063964844,205.13794416124153,0.06937775816416593
203_img_.png,1,0,0,0,-23.660320281982422,-8.93025016784668,370.92095947265625,127.39569091796875,418.68678132070005,0.029215965580394777
204_img_.png,0,1,0,1,-47.50761413574219,32.39109420776367,24.67338752746582,141.1935577392578,75.31563761641512,0.017650658678777336
205_img_.png,0,0,0,0,-3.032177686691284,-0.6397753953933716,70.00160217285156,145.56414794921875,110.27144677797953,0.029899088541666667
206_img_.png,0,1,0,0,-8.676383018493652,11.073541641235352,93.63702392578125,119.07122039794922,831.2659276346736,0.177841796875
207_img_.png,0,1,0,0,-10.079631805419922,14.847704887390137,70.53912353515625,129.30548095703125,771.7424480705155,0.169150390625
208_img_.png,0,0,0,1,-23.6608829498291,-3.3293325901031494,11.802835464477539,164.26287841796875,55.430785574148885,0.04458698372966208
209_img_.png,0,1,0,0,-4.395911693572998,7.360905170440674,64.81446075439453,127.08794403076172,638.0695568956905,0.13712565104166666
210_img_.png,0,1,0,0,-6.551403045654297,5.6270670890808105,123.48771667480469,136.05055236816406,423.5728843368424,0.09983072916666667
211_img_.png,0,1,0,0,-6.901129722595215,9.923095703125,65.68215942382812,120.61698150634766,958.1477027789647,0.19391927083333332
212_img_.png,0,1,0,0,-9.305566787719727,14.666467666625977,103.37312316894531,136.32456970214844,1212.3587235429127,0.22789713541666667
213_img_.png,0,0,0,0,0.4927050769329071,-1.1229231357574463,146.83535766601562,146.86880493164062,384.46309144270157,0.066845703125
214_img_.png,0,0,0,0,0.21280598640441895,-0.751624345779419,114.20858764648438,148.1983642578125,347.2793836046749,0.063994140625
215_img_.png,0,1,0,0,-3.163564443588257,4.9709930419921875,73.884033203125,133.65611267089844,611.1005261474609,0.14843424479166667
216_img_.png,0,1,0,0,-5.761617660522461,8.737903594970703,59.955101013183594,131.73233032226562,595.7785977744951,0.16434244791666666
217_img_.png,0,1,0,0,-10.665635108947754,13.714795112609863,43.45659637451172,141.23190307617188,402.2231740162743,0.14445963541666668
219_img_.png,0,1,0,0,-12.502903938293457,24.795616149902344,247.40704345703125,126.229736328125,1730.6555721974266,0.28826822916666667
220_img_.png,0,1,0,0,-5.6002960205078125,8.008264541625977,114.70166015625,130.84254455566406,1439.6755351837053,0.19137044270833334
221_img_.png,1,0,0,0,3.2259764671325684,-38.00544738769531,289.3392333984375,156.7059326171875,1088.5740524597063,0.145888671875
222_img_.png,1,0,0,1,-16.659013748168945,-18.39606475830078,70.07648468017578,130.49757385253906,129.23603255216025,0.019679574275362318
223_img_.png,0,0,0,0,-4.224316596984863,1.931337833404541,175.3902130126953,145.2721405029297,836.6066348671808,0.112294921875
224_img_.png,0,1,0,0,-3.4234538078308105,2.04248046875,160.4774627685547,147.3778839111328,600.3989157340897,0.104453125
225_img_.png,1,0,0,0,-15.756500244140625,-12.806099891662598,319.42620849609375,126.79756927490234,7340.51729919,0.18503571428571428
226_img_.png,0,0,0,0,-3.414921760559082,1.1237012147903442,122.65276336669922,148.0267791748047,219.57856696980792,0.05014973958333333
227_img_.png,1,0,0,0,-6.780759334564209,-21.104995727539062,160.86489868164062,164.56573486328125,1298.9577991918588,0.04720575022461815
228_img_.png,1,0,0,0,-17.533884048461914,-17.281213760375977,463.14501953125,141.04429626464844,333.0833251595394,0.08320597627737226
229_img_.png,1,0,1,0,-4.824909687042236,-10.442749977111816,92.7348403930664,72.10369873046875,94.35647192463075,0.03471583946078431
22_img_.png,1,0,0,1,-1.084069013595581,-4.3957390785217285,104.95249938964844,153.87107849121094,31.00487475518121,0.018792317708333332
230_img_.png,0,1,0,0,-6.416686058044434,10.282639503479004,79.04815673828125,121.6183090209961,1633.2622050475125,0.22335286458333334
231_img_.png,0,0,0,0,-0.8621321320533752,-1.782483696937561,103.70712280273438,155.50209045410156,150.4273103508843,0.02578125
232_img_.png,0,1,0,0,-2.4844889640808105,2.0296874046325684,116.34528350830078,143.29505920410156,260.1685753439903,0.046318359375
233_img_.png,0,1,0,0,-2.902503252029419,4.848837852478027,98.34684753417969,142.71359252929688,444.11543581538734,0.06796223958333333
234_img_.png,0,1,0,0,-5.616432189941406,7.736367225646973,63.602088928222656,129.3810272216797,1258.9332041477521,0.23642578125
236_img_.png,0,1,0,0,-4.4932780265808105,4.138375759124756,94.6197509765625,141.6454620361328,433.7481594868872,0.069931640625
238_img_.png,1,0,0,1,-6.342142105102539,-7.868010997772217,100.11042785644531,157.04605102539062,142.91051694196068,0.024873046875
23_img_.png,1,0,0,1,-0.6277148723602295,-5.432877540588379,128.37045288085938,144.7995147705078,75.25562403361003,0.040963541666666665
240_img_.png,1,0,0,1,-1.0872994661331177,-17.35967445373535,550.2103271484375,131.75784301757812,47.464911011765736,0.028837778376436782
241_img_.png,0,0,0,1,-0.42192381620407104,-2.8901138305664062,66.66950988769531,148.69100952148438,129.5905557799339,0.022542317708333332
242_img_.png,0,0,0,0,-1.8212662935256958,5.749645233154297,45.05873489379883,142.81671142578125,700.9187547929446,0.18762044270833333
243_img_.png,0,0,0,0,1.6291210651397705,-0.9898632764816284,78.1661605834961,149.29417419433594,366.3361970591121,0.07727864583333334
244_img_.png,1,0,0,0,-17.55216407775879,-6.976583480834961,347.189697265625,129.2163848876953,2014.5598788668412,0.12471595330739299
245_img_.png,0,0,0,0,1.3947103023529053,-1.8943815231323242,59.906944274902344,145.72543334960938,330.6985469807942,0.046552734375
246_img_.png,1,0,0,0,-1.130292534828186,-20.80068588256836,713.6112060546875,130.17852783203125,1217.4085307151195,0.15347860227718885
247_img_.png,0,1,0,0,-2.3726301193237305,5.78390645980835,55.84986877441406,126.97427368164062,606.8535917171479,0.13952473958333333
248_img_.png,1,0,0,1,-1.2199479341506958,-5.542477130889893,45.27433395385742,146.67726135253906,59.13319982566834,0.008463541666666666
24_img_.png,1,0,0,1,-7.09525728225708,-7.553561210632324,82.6179428100586,152.16175842285156,16.483751639429727,0.00630859375
251_img_.png,0,1,0,0,-6.259749412536621,11.317502975463867,70.76005554199219,126.44489288330078,838.9686366949718,0.18997395833333333
252_img_.png,0,0,0,0,0.8976464867591858,0.10474609583616257,57.628292083740234,141.25611877441406,321.0753357855479,0.06435221354166666
253_img_.png,0,1,0,0,-8.107783317565918,11.785426139831543,85.04704284667969,132.0670623779297,1066.6133670043841,0.21234049479166667
2546.png,0,0,0,0,-0.7994650602340698,7.821742534637451,326.87066650390625,106.09336853027344,169.0006428900401,0.09553602430555555
254_img_.png,1,0,0,1,-0.7372428178787231,-5.734638690948486,31.392742156982422,145.06640625,43.71012689352035,0.004505208333333333
255_img_.png,1,0,0,1,-10.561790466308594,-40.52359390258789,90.08999633789062,219.3990936279297,13.428284209685856,0.00681640625
257_img_.png,1,0,0,1,-6.8153581619262695,-5.38545560836792,190.1158905029297,120.10916900634766,66.30728836100897,0.049088541666666666
258_img_.png,1,0,0,0,-6.773618221282959,-19.739486694335938,258.5216979980469,120.53445434570312,867.1160852026404,0.08939697265625
259_img_.png,1,0,0,0,-0.9050549864768982,-9.965980529785156,324.6318054199219,146.26666259765625,3757.273906785494,0.17505787037037038
25_img_.png,1,0,0,1,-5.371159076690674,-6.350719451904297,67.19427490234375,152.32879638671875,39.69991468979517,0.018037109375
260_img_.png,1,0,0,0,-8.7939453125,-17.93390655517578,246.84027099609375,123.40079498291016,366.28750704183574,0.046969401041666664
261_img_.png,0,0,0,0,-1.9876530170440674,5.522942543029785,39.285377502441406,137.40670776367188,473.20019539717566,0.09861002604166667
2629.png,0,0,1,1,-15.22613525390625,1.128845453262329,59.168548583984375,70.45458984375,34.26393876953008,0.026919487847222222
262_img_.png,0,0,0,0,-0.47603514790534973,1.9880989789962769,35.41800308227539,135.999267578125,197.56220188004175,0.043997395833333335
263_img_.png,1,0,0,0,-14.742534637451172,-19.55868148803711,151.18634033203125,157.14710998535156,137.66348097656743,0.02632936507936508
265_img_.png,0,0,0,0,-0.47192707657814026,1.8073502779006958,28.429956436157227,130.7321319580078,160.24556306710772,0.029322916666666667
266_img_.png,0,1,0,0,-5.13822603225708,9.268945693969727,59.23561096191406,131.33651733398438,590.5955874717606,0.1241015625
2677.png,0,0,1,1,-17.075876235961914,-0.03877061605453491,61.728912353515625,78.21792602539062,16.24607066373354,0.0050379774305555555
267_img_.png,0,0,0,1,-0.030657552182674408,0.29792967438697815,28.112680435180664,134.610107421875,114.21246418964598,0.017721354166666668
268_img_.png,1,0,0,1,-24.71088409423828,-8.667262077331543,58.05085754394531,113.20504760742188,60.898089795721255,0.015667972900488214
26_img_.png,1,0,0,1,-6.585101127624512,-7.237216949462891,51.92445373535156,158.09385681152344,26.926779534138575,0.010999348958333334
2701.png,0,0,0,1,-5.7864603996276855,0.7466070055961609,416.0794677734375,91.01460266113281,65.0978008637028,0.05412109375
270_img_.png,0,1,0,0,-6.51950216293335,8.77083969116211,40.24562454223633,135.28497314453125,184.06993318341574,0.05982421875
271_img_.png,0,1,0,0,-11.755739212036133,17.728515625,93.71818542480469,122.0386734008789,806.2614833034833,0.20190755208333333
272_img_.png,0,0,0,1,-1.454443335533142,-0.42330729961395264,43.355812072753906,141.2976531982422,77.54015910228094,0.012014973958333333
273_img_.png,0,1,0,0,-3.623938798904419,4.908854007720947,61.79408645629883,126.67620086669922,87.60172633853489,0.02662109375
274_img_.png,1,0,0,0,-27.000614166259766,-7.847860336303711,106.2259292602539,151.24688720703125,289.70254695761895,0.04516624868538144
275_img_.png,0,1,0,0,-9.583512306213379,12.57179069519043,92.57501983642578,117.70026397705078,706.8171041801347,0.15847005208333334
276_img_.png,0,0,0,1,-0.8253189921379089,1.768154263496399,43.151641845703125,135.4253692626953,81.78383784856796,0.013362630208333334
2774.png,0,0,0,1,-12.804558753967285,-1.5885220766067505,247.31753540039062,98.99871826171875,19.102835326864692,0.010672743055555555
277_img_.png,1,0,0,0,-18.379911422729492,-10.452835083007812,172.66831970214844,145.635986328125,153.22910683352154,0.04429036458333333
2787.png,1,0,1,1,-6.497810363769531,-10.461528778076172,196.02108764648438,69.09915161132812,22.31814074790742,0.015643446180555555
